Unnamed: 0,urlDrugName,rating,effectiveness,sideEffects,condition,benefitsReview,sideEffectsReview,commentsReview,sentiment
3816,nolvadex,7,Moderately Effective,Moderate Side Effects,breast cancer,the benefits of tamoxifen have been to be cancer free  years after my diagnosis hopefully this clean bill of health will continue as i begin year  of tamoxifen in my  year plan the benefits of effexor help balance the mood swings caused by a lowered amount of estrogen in my body tamoxifen does its job by keeping the estrogen blocked in my body so any abnormal cells cant feed on the estrogen my cancer was highly estrogenpositive lowered estrogen causes depression and mood swings effexor helps to alleviate these symptoms along with my exercise regime and healthy eating habits,"Side effects were more severe at the onset of taking tamoxifen. I had hot flashes that were quite severe. They often came without warning especially at mealtime. I also had some body aches and pains. Vaginal dryness was also severe. My period became erratic. After 2 years most side effects have decreased - hot flashes are gone as well as the aches. My period has been non-existant for 4 months. However, I feel irritable and edgy about the regularly scheduled time for a few days. The effexor helps. Dryness is still a problem but not as severe. Vaginal odor continues to be a concern.","I was put on Tamoxifen for 5 years following my 9/05 breast cancer diagnosis. I started Tamoxifen 12/05. I started Zoloft 2 months later when I began having mood swings. Zoloft helped for a year then I felt my symptoms returning. I began Effexor at 75 mg and have been fine. My oncologist felt I am young and strong (age 46, exercise 4 times weekly, runner, martial artist) and that I should try to lower or end my Effexor. However, I didn't agree. I needed help with the mood swings and irritability. I can't lose my temper at work. I work with developmentally disabled adults. Losing my temper could be my job. I did try a natural regime of vitamins (B-12 and E) for several months but I felt no relief. Friends even told me about my mood. I went from depressed to angry in a flash. The 75 mg of Effexor is wonderful. My estrogen is blocked by the Tamoxifen and the effexor helps keep me at an even keel.",1
2225,allegra,8,Considerably Effective,Mild Side Effects,seasonal allergies,i had terrible itching watery eyes and sneezing from seasonal allergies  this medication did not completely elimiate my symptoms but is reduced them to a tolerable level without making me too tired or doped up to function at work,"I think I did experience some drowsiness from the medication, but nothing that was overly so such that I could not function at work.",The doseage was one pill/day,1
2596,buspar,10,Highly Effective,Mild Side Effects,anxiety,i lived in a constant state of panic shortness of breath rapid heart rate flushed feeling and this medication completely erased all these symptoms  i can now think clearly and make rational decisions  i chose to stay on this very low dose and take an ativan on the rare occasion a panic attack breaks through,"I feel a little drowsy and slightly lightheaded for about 30 minutes after taking medicine, but it is not severe enough to interfere with my work or life.",I take half a 10 mg tablet in the morning and the other half in the late afternoon.,1
3170,prednisone,2,Moderately Effective,Severe Side Effects,polymyalgia rheumatica (pmr),a slight reduction in pain i am diabetic and was warned that it would raise my blood sugars but it significantly reduced the night sugars,"Extreme shortness of breath (exhausted just walking from bedroom into bathroom and adding an inhaler did not significantly improve the condition, dizziness, chest pressure, water retention, confusion. The night sugars dipped dangerously low so I discontinued my night injection of Lantus. I have lost my independence with the use of this drug and become homebound.","After the diagnosis of PMR, I was instructed to take 10 mg. in the morning. Although the pain diminished, it was still high so dosage was increased to 15 mg. I repeatedly advise the rheumatolist of the breathing problems to no avail. The family doctor suggested dropping the dosage to 7 1/2 mg. per day, but the pain became extreme again so I went back to the initial dose of 10 m.g. The rheumatolist has suggested that I will be on prednisone for a year.",0
2506,dicyclomine,7,Moderately Effective,Mild Side Effects,ibs,helps with ibsc,"slightly ""drugged"" feeling, went away after a few days","supposed to take one tablet before each meal and one at bedtime. i take only one at bedtime and have still had considerable success w/ibs symptoms. i also supplement with acacia powder, apple cider vinegar, acidophilus supplements, and magnesium supplements.",1
398,relpax,5,Marginally Effective,Moderate Side Effects,migraine headaches,the medication took almost thirty minutes to kick in  once the medication started to take affect i began to develop a tingling sensation in my left hand and later my right hand  i also noticed my hands were very shaky after the medication was in my system for at least an hour,"The medication took almost thirty minutes to kick in.  Once the medication started to take affect, I began to develop a tingling sensation in my left hand and later my right hand.  I also noticed my hands were very shaky after the medication was in my system for at least an hour.","Once a migraine is formulating, one pill is to be taken.  The medication took almost thirty minutes to kick in.  Once the medication started to take affect, I began to develop a tingling sensation in my left hand and later my right hand.  I also noticed my hands were very shaky after the medication was in my system for at least an hour.",1
2116,renova,5,Considerably Effective,Severe Side Effects,wrinkles,my skin was much smoother and the pore size seemed to shrink  wrinkles were dimininshed and age spots lightened,I developed acne that continnued to worsen until I stopped using it.  I had peeling and redness around my chin and peeling on my forehead.,"Each night I washied my face with a mild clanser and waited for 20 minutes as reccommended by the prescription instructions.  I then applied a pea size amount of the treatment to my entire face.  I stopped using all the other skin care products I had been using before such as astringents, & benzoil peroxide.  My skin became very dry and peeled off during the day. Ane I developed large bumps and shallow flat white pussy blemishes all over my face, particularly on my chin & forehead.  I could see, however, that without this the texture and pore size improving, and my wrinkles on my forehead and around my eyes were noticably improving.  I discontinued use after 3 weeks and went back to using benzoil peroxide to try to calm down the acne.  After 2 weeks it is starting to get better, but my skin is rougher now and the winkles and lines around my eyes are back to the way they were before I started the treatment.",1
3905,nexium,10,Highly Effective,No Side Effects,acid reflux,the medication eliminated the nauseastomach upset added benefit was weight loss because i could stop using food to settle my stomach,none,Just took one capsule 1/2 hour before breakfast each morning.,1
1903,doxycycline,7,Highly Effective,Moderate Side Effects,mrsa infected hip resurfacing.,should complete decolonization of mrsa and hopefully ensure that infection does not reoccur,NAUSEA!!! You must remain upright after taking the dose or you will get severe acid reflux.,"2 surgeries to flush the hip, 8 weeks of IV antibiotics (5 weeks in hospital) followed by 10 months of oral antibiotics.  If unsuccessful a total hip replacement will be required.",1
3477,dextroamphetamine,8,Considerably Effective,Mild Side Effects,add,my depression has lifted and i am able to concentrate more than i was previuosly,weight loss and loss of appetite,simply remember to take medication,1
2569,klonopin,1,Marginally Effective,Moderate Side Effects,anxiety,none,"Impossible to stop taking; had to do a Librium switch to get off this drug. The withdrawal is horrid, and there are tons of people suffering because of this.","I had post-partum anxiety/depression, and was misdiagnosed with Bipolar with a post-partum onset. The Klonopin was prescribed for anxiety; a long term anxiety reducer. I saw little to no benefit. I was later rediagnosed by another doctor who said I absolutely did not have Bipolar, and slowly took me off my meds (5 years ago), which I'd been taking for six years. All drugs were easy to get off slowly, with the exception of Klonopin, which was hideous. The only way to get this drug out of my system was to do a Klonopin/Librium switch...and the Librium was very easy to get off of, thank goodness!",0
4072,mobic,2,Ineffective,Moderate Side Effects,"poss. rheumitoid arth. lupus, or fibromyalgia",at least i tested it to see if i had rhemutoid arth before going through extensive testingi still have tto have test but the doctor felt this might let us know which path to follow,"It hurt my stomache. I followed the direction and took it with food. My symptoms of the muscle, joint pain, fatigue, etc. seemed to almost get worse.",Take two 7.5 tabs twice a day. Return to DR. in 2 1/2 weeks. If it works good we know if not we'll go from their.,0
1673,claritin,1,Ineffective,No Side Effects,allergies,there were no benefits,Absolutely none.,"I bought a 24-count box and took two as recommended each day.  2 days later having felt nothing, I took 4 for 2 days.  Again 2 days later I still had not received any relief, so I took the entire box.  Absolutely nothing happened.  This was the name brand drug, not a generic.",0
3346,lipitor,7,Considerably Effective,No Side Effects,high cholesterol,lower cholesterol,none,daily with water at nite. and every three month blood test for liver issues.,1
2703,naltrexone,10,Highly Effective,No Side Effects,multiple sclerosis,it stopped my multiple sclerosis progression  i still take it  there are a lot of ms patients  who are using it now  it really works and is a very safe inexpensive drug,I dream a little more.,"It is a FDA approved drug at 50 mg. for Drug dependent patients.  It has been used in the 3 to 4.5 mg doses for MS for about 10 years.  It has gained popularity in the past 5 years and is undergoing various double blind placebo testing at this time for MS, Crones Disease, Aids, and various other conditions.  It is extremely safe in the Lower doses such as 4.5 mg.  It is also called LDN, as an abbreviation for Low Dose Naltrexone.  Once I started taking it for a few days, my MS symptoms improved and according to my Neurologist, my progression has absolutely stopped.  I started taking it in 2000.",1
33,alprazolam,10,Highly Effective,Mild Side Effects,anxiety,about  years ago i started hyperventilating for no apparent reason  i would wake up in the morning and within an hour i felt like i had to struggle to breath  this would continue all day every day  after  years i was prescribed alprazolam the generic xanax  it worked almost immediately  i still have some days that are worse than others but it has been a lifesaver for me  i take one when i get up and then  or  times again during the day as needed  it stops the hyperventilating totally for the most part,The only side effect is a mild drowsiness.  I take a very small dose.  The highest I take at one time is .5 mg.,"I take one .25 mg pill within 1 hour of waking up.  I usually take the second one around noon and another before going to bed.  If my condition is worse for whatever reason, then I might take another one during the day, or one .5 mg in the evening.  Sometimes if I'm busy and I miss taking a dose, and I feel myself beginning to hyperventilate, I'll then take one.  It works fast.",1
214,trental,8,Highly Effective,Mild Side Effects,hiv,the trental reduced my viral load increased my sex drive from none to moderate and the side effects were just some stomach upset which was fixed by reducing my dose to twice a day,Mild nausea and mild dizziness that were dose related.,I wanted to see if the Trental would reduce my viral load and it did.,1
1502,metrogel,1,Ineffective,No Side Effects,skin  texture changes due to rosacea,none,none,"Metrogel was applied after cleansing, before applying moisturizer.  This was done twice a day, morning and evening.  There was no change in the 'bumps' that were on my face, and there was no change in the progression of others that were forming.  I religiously used this get for two years before stopping treatment.  Using Metrogel was a complete waste of time for me.",0
3671,effexor-xr,3,Marginally Effective,Mild Side Effects,depression,"i do not feel there were any benefits from this treatment  only side effects
weaning off the the drug was extremely difficult","Impotence, tremor",I was given Effexor to take once a day for depression. I did not derive much benefit. I received a lot of benefit from seeing a therapist and taking nutritional supplements.,0
1335,seroquel-xr,8,Highly Effective,Extremely Severe Side Effects,bipolar ii,"i was diagnosed with bipolar ii disorder in february of  i found that my manic states led to very erratic and inconsistent behavior i also found the depressive lows to be particularly difficult to manage

in november  i was prescribed seroquel by a urgent care physician immediately i found its calming effects to be extremely relieving to my mania i did however find it difficult to maintain a functioning state due to its sedating effects i then switched to seroquel xr and found a much more successful experience i was initially given mg seroquel xr paired with mg lexapro while initially a good way to stop the mania i found mg to be too much to function on i decided to halve my seroquel xr dose to mg continuing to take mg of lexapro this combo has been great and i am so much calmer and feel way more in control of my life i do however find the sedating effects to be difficult upon awaking in the morning i try to offset this by ensuring that i receive a full  hour rest after administering a dosage i would highly recommend this combo to anyone that is having difficulty finding a mental balance between dark and light this year of treatment has allowed me to find a calm that i have never quite experienced beforehand","I found that despite the great benefits mentally, the physical side effects are a fair trade. 

I was about 115 lbs when I started this drug 10 months ago. Today I way about 147lbs. That's definitely a 37 pound gain.

Additionally, I always prided myself on my enormous amount of energy. After taking this drug I am extremely lethargic in the hours after taking it (bedtime) and the morning hours.",I take 200mg of SEROQUEL XR and 10mg of LEXAPRO nightly.,1
1124,evista,8,Considerably Effective,No Side Effects,loss of bone density,bone density increased  i had a bone scan and showed on the border line of osteoperosis   well after taking this drug my bone measurements increased  no side effects and defientely a good medication for us baby boomers,"NONE I DID NOT HAVE ANY SIDE EFFECTS, ONLY THAT MAYBE IT WILL HELP TO PREVENT BREAST CANCER, I HAVE A STRONG FAMILY HISTORY, MOTHER, GRANDMOTHER, AUNTS, COUSINS, WHO HAVE DIED OF BREAST CANCER.  SO THIS MEDICATION IS A GOOD THING FOR ME.","TOOK ONE TABLET A DAY, ALSO FOUND OUT IT HELPS TO PREVENT BREAST CANCER.  I HAVE BEEN TAKING FOR OVER 5 YEARS NOW, I NEVER HAD A SIDE EFFECT, TAKE EVERYNIGHT WITH MY MEAL.  NO ADVERSE EFFECTS.   I WILL CONTINUE TO TAKE FOR THE REST OF MY LIFE.",1
2424,synthroid,8,Highly Effective,No Side Effects,hashimoto's thyroiditis,most importantly my blood pressure went back down to normal when my heart rate rose to a more normal level i was then taken off the topral and my blood pressure has remained at a good level additionally my hair stopped falling out and wasnt as dry also my skin improved before the medication my skin was horribly dry and flaky the changes did not take place overnight i would say that it took about  months to see any improvement in my hair and skin,"I really experienced very few side effects, if any.  Initially, they started me off on a very low dosage because they just thought it was simply hypothyroidism but after a blood test, they realized that I has Hashimooto's thyroidities and moointored it more closely. At low dosages, there wasn't much improvement in my symptoms. I do have excessive sweating but they aren't sure if that is the synthroid or menopause and the doctors don't really seem concerned.","Initially I was being treated for high blood pressure and put on topral but they did a TSH test and realized that something was wrong with my thyroid. I was originally started off on a very low dosage ( 12.5 mcg/daily) and had to keep going back for blood work every month. Slowly they increased it until they did another test and found out that it was Hashimoto's thyroiditis. At that point, they increased the dosage to 75 mcg/daily and so far it has worked out but I do have to keep having the TSH levels checked.",1
533,trazodone,9,Considerably Effective,Mild Side Effects,insomnia/poor sleep quality,could fairly quickly fall asleep and usually stay alseep with little sleep hangover problem that most other medications result in i could function in the morning my general health started improving fewer flues and colds headaches stress and depression and i had much much less pain as i started getting regular sleep,"Some constipation, maybe dry mouth and eyes (not sure if there is a direct cause and effect, but definitely an overlap in timing). About three months ago I started waking up during the night (anywhere from 12:30 am to 3 am) without being able to go back to sleep. Have tried numerous other medications and they all had much, much worse side effects that trazodone.","I'm not sure what you mean by this, I take trazodone nightly, and have taken it for at least two years. My worst experience from other sleep medications came from ambien (well before my doctor had even heard of the side effects I was having, nor were they listed on the medication or mentioned in the news). I also take cymbalta in conjunction with trazadone, which also supposedly helps you sleep, but the cymbalta alone is not effective for sleep at all for me.",1
943,levaquin,1,Moderately Effective,Extremely Severe Side Effects,bronchitis,terrible  there are much safer alternatives than this poison  most fluoroquinolones have been taken off the market  johnson and johnson should be ashamed of themselves  they have not warned doctors properly of the serious side effects eventhough the fda has placed two black box warnings,"SEVERE shooting, burning pains in all four extremities.  Prolonged heart rhythms, hallucinations, nightmares, insomnia.  Weakness and pain in all four extremitities.  Was a healthy 25 year old PE teacher prior to this poison.  Now in a wheelchair.",IV 500 mg Levaquin with Solumedrol and Theophylline.  NEVER take these three drugs together!!!,0
3333,tetracycline,8,Considerably Effective,Mild Side Effects,moderate persisting acne,the combination therapy worked well but after discontinuation of therapy the condition returned and was worse than previous time,dry skin and occasional nausea,I cleanse and apply elocon twice daily to my face and take antibiotics twice a day for 3 months my face cleared but returned after discontinuation of therapy.  Now my dermatologist has restarted the antibiotics orally and added retinoid cream twice a day.,1
617,finacea,9,Highly Effective,Mild Side Effects,acne and red marks from acne,it really helps keep my acne at bay  keeps pores clear and reduces frequency of inflamed pimples reduces red marks from acne breakouts  it is less dryingirritating than most other acne topicals,Slight itching for the first month or so.,"I was already pretty clear from going to an esthetician at an acne clinic, but I was just looking for an additional boost to the results I already had.  I previously discovered that I could not use anything other than very mild OTC retinoids, as they tended to make my acne flare up.  Finacea did not do this.  The Finacea was a good addition to my skin care regimen and has decreased the frequency of inflamed pimples and the tiny pustules I sometimes get around my nose.  Now I use Finacea in the morning, and Vivant's Derm A Gel in the evening, along with 5% benzoyl peroxide on my more acne prone areas (chin and jawline).",1
2692,indocin,10,Highly Effective,No Side Effects,rheumatoid arthritis,indomethacin immediate reduced the very inflamed and painful swelling in first joint of my left forefinger my first  and thanks to prompt treatment with this drug  my only attack of rhumatoid arthritis  i didnt recognise this swelling as arthritis because it was my first attack and i neglected to seek medical advice until the joint was extremely inflamed and swollen  since this attack ive used the nonsteroidal antiinflammatory drug nsaid ibuprofen as needed to prevent further attacks,"I experienced no adverse side effects when using Indomethacin with food as directed, and was very pleased with the almost immediate reduction in pain and swelling.","My doctor prescribed one 25mg capsule 3 times a day with food, for one month, which I followed; this treatment was completely successful for me. Since this treatment, I've used the nonsteroidal anti-inflammatory drug (NSAID) ibuprofen as needed to prevent further attacks.",1
895,paxil,1,Ineffective,Extremely Severe Side Effects,severe depression,none  i only had extremely bad side effects which cost me my job my home and my car i just dont have fifty words to describe no benefits  thank you i still need twenty words  hmmm  how am i doing  now i need ten words  can i quit now ugh,"Now this I can describe: Lethargy - stared at the walls when awake, which wasn't often - most of the time I was passed out cold - even on Adderall; hideous nightmares - so horrible that I won't repeat them; constant sweating; incontinence; emotionally and physically numb; muscle twitches; rash on tongue.","I don't know how to answer this question, except to say that I was prescribed Paxil 40 mg to be taken once a day because I couldn't stop crying over a grief issue.  It didn't work.  We switched to Wellbutrin, which was somewhat better and I took it for a year before stopping.  It's been seven years since I went off all drugs and I still have occasional withdrawal symptoms that I call ""brain shocks."" I don't recommend SSRIs to anyone for anything. Oh - and I'm still grieving... sigh...",0
3964,prilosec,8,Considerably Effective,Moderate Side Effects,dyspepsia,acid reflux was controlled as long as the capsule was taken first thing in the morning less effective if taken later,"Larger dose was initially prescibed, side effects were migranes and blurred vision. Neither of these had been experienced prior to taking this drug and when it was reduced to 20mg side effects were not completely eliminated but considerably reduced.",1 20mg capsule taken with water 1st thing in the morning.,1
2550,dexedrine,3,Ineffective,Moderate Side Effects,supposed adhd,with less dexedrine and minimal depekote i was able to sleep deeply when i finally did fall asleep i also remember extremely vivid dreams the house was kept super clean and i was motivated to finish tasks,Horrible feeling. My heart felt like it would explode. I had horrible tic like behavior. I picked at my skin until permanently damaged. I had horrible dry mouth and I had bad breath.,"My sister was diagnosed with ADHD and so was my brother (Both were much younger 11 and 7 years younger) Both suffered from learning disabilities. I drove my sister to an appointment and due to my family history I was asked to take a questionair. I was then told that while I was not learning disabled (A Student), I was hyper and did I want to try the above drugs. They said I would never know how bad off I was until I knew what it felt like to be normal. I was given two perscriptions and was told to start with one dose of the dexedrine in the am and to take the Depekote and dexedrine in the afternoon. If that didn't do it they would up my dexedrine. With in about two months I felt like jumping from my skin and decided that organization was not that worth it. My skin still shows the scarring from all the picking and squeezing but my tone is no longer ""death warmed over"".
PS the doctor that prescribed this to me was investigated, tried and convicted of over prescribing, drug dealing and improper relationships with patients. (I can't remember the exact charges but he did get about 16 years for dealing controlled substances and was turned in by two female patients who said that he took advantage of their situation and slept with them.)",0
2768,duac,10,Highly Effective,No Side Effects,acne,i had spent a year trying to improve my food intake because of my bad skin  this got rid of the acne within a matter of days although i still have a few acne scars my skin is soft and feels fantastic,none,"once a day I had to a tiny amount of the cream on my face after cleaning.  That is all, and it worked.",1
644,seasonique,2,Considerably Effective,Severe Side Effects,prevent pregnancy/reduce frequency of migraines,pregnancy was prevented,"I had my period (some spotting, but mostly consistent bleeding) for two out of the three months of my first pill pack.  I also fought off migraines for about three days of the last month (middle of the month).  I also had the worst acne I've had since I was a teenager.",I don't understand this question.,0
840,ritalin,7,Moderately Effective,Mild Side Effects,adhd,marked improvement in behavior,"weight loss, jittery feeling, insomnia, withdrawal, isolation","I began taking ritalin and zoloft almost three years ago to treat ADHD and depression.  I also began seeing a therapist once a week.  I saw improvement, but it was slow and graduate at first, particularly with the regard to the Zoloft.  I saw immediate improvement with the ritalin.  It changed my daily life.  It keeps me calm; i am able to focus better and for longer.   I am no longer seeing the therapist nor am i taking the zoloft and today i feel great.",1
1376,biaxin,3,Considerably Effective,Moderate Side Effects,bronchitis,the antibiotic works,"Constant, horrible bitter taste.","I was given Biaxin during a bout of the flu because the doctor thought I was at risk for a bacterial infection.  I'm allergic to penicillin, so I always have to take something else.  I had no problem the first day, but the second day I noticed a weird bitter taste that I couldn't get rid of.  The doctor told me to stop taking it for a day, and now I'm waiting for him to give me something else.",0
3852,voltaren,1,Moderately Effective,Extremely Severe Side Effects,reactive arthritis (leg joint swelling/stiffness),slight decrease in stiffness and better degree of mobility of legs joints ankles knees and hips,Small bowel perforation and lesion(wall thickened),"Approx. 5 weeks into course of VOLTAREN at dosage of 4/day, felt pain in right side which increased to severe pain within 1/2 hour. Admitted as Emergency into hospital(Australia). CT scan showed air in abdomen.  Open surgery: small bowel resection - for lesion(wall thickened) plus perforation.",0
2826,wellbutrin,6,Moderately Effective,Moderate Side Effects,stop smoking/depression,so far its only been  days  wellbutrin seems to give me a spike of energy which is nice  still have the craving for cigs so im continuing to smoke like i usually do,"Sometimes I lash out for no reason at all.  With Lexapro I remember having to wait a few weeks to get results, so I'm sure I'll wait.","Doc says to wait, that's the treatment.  I'm hoping like many this treatement will help me stop smoking and ease my depression.  You have to change your life and make yourself a better person, not just rely on drugs to cure you.  So, I'm working on the little things in life to change.",1
2378,femara,3,Moderately Effective,Moderate Side Effects,breast cancer,aromatase inhibitor to reduce recurence of hormonepositive breast cancer unknown effectiveness no breast cancer  years after diagnosis,"Joint pain, reduction of bone mass","The first drug I was prescribed after a mastectomy and chemotherapy was Tamoxifen, which I took for almost 1 year.  My oncologist said it increased bone mass, so she wanted to use that first to counteract the bone mass-decreasing side effect of the aromatase inhibitors.  Their protocol is to use Tamoxifen for 2 years, then switch to an aromatase inhibitor for 3 years. However, I had some uterine bleeding ( I am post-menopausal) so they switched to Femara early. Tamoxifen may cause an increase in uterine cancer, which my grandmother had. The most annoying side effect of Femara is the increase in joint pain.  NSAIDs and glucosamine help somewhat but have their own side effects.  That said, I am willing to continue Femara for the next 2 years to help prevent cancer reccurence.  I read in the literature (Medscape) that 51% of women do not complete their 5 yrs of either drug, and my guess is because of side effects. I take supplemental calcium also to slow the bone loss.",0
3633,retin-a,6,Considerably Effective,Moderate Side Effects,acne,since using the retina along with the accutane i have noticed a great improvement in the look of my skin  there are less clogged pores and it definitely more smooth and even in skin tone  any fine lines around my mouth and on my forehead have diminished but it hasnt helped much with fine lines around my eyes,"It does cause the skin to flake and peel but this can be counteracted with a good moisturizer.  Also, my face gets red or flushed easily with the slightest irritant.  Lastly, not being able to stay in the sun is a downfall.",I use Retin-A 0.25% every evening along with 70 mg of Accutane a day.  I will have to continue the Retin-A for at least a year.,1
3556,vytorin,3,Moderately Effective,Moderate Side Effects,high cholesterol,vytorin was prescribed to me to lower my cholesterol i did not take the product long enought to see a significant drop in my cholesterol levels as i discontinuted treatment,I developed diarrea after taking the ver first dose. I took it for about a week with no decrease in this side effect. I stopped taking it for 2 days and noticed relief instantly. I then began taking it again and side effects returned.,Vytorin was prescribed by my doctor for me for my high cholesterol. I took it for about a month and did not like the side effects. From the day that I began taking Vytorin I had diarrea. At first I thought it was purely coincidental until I stopped taking it for a few days. The side effects vanished. I took it again and they returned. I told my doctor about this and they switched me to Pravastatin ( same dosage) and the same side effects occurred. I then stopped taking the prescription.,0
1456,cymbalta,8,Considerably Effective,Mild Side Effects,depression,i switched from zoloft because the cymbalta wasnt supposed to effect libido negatively  having ended my marriage and gone through menopause i dont feel i can judge that aspect fairly  however i feel the cymbalta is much more effective in keeping the dark cloud off my head allowing me to be more positive toward life on a consistent basis,Dry mouth.,"I really notice when I miss just one dose; it takes 2 - 3 days to catch up, but then I become very aware of negative feelings and apathy.  I am careful to take the dose in the mornings so it doesn't affect my sleep, but have taken as late as 4pm and not had sleep issues.",1
2374,propecia,7,Highly Effective,Mild Side Effects,hair loss,slowed hair loss in front and top of scalp  regrew hair at the back of the scalp and on sides  it doesnt appear that hair loss has ceased completely for mpb but increased hair grow in another areas makes my head appear fuller,"Loss of limbido.  My case probably isn't a perfect control because I lost a high paying job, moved to another state, and moved in with my girlfriend when I began taking the medication.  Within 4 months, started a brand new job and encountered other new stressors.  

I can attribute some of the loss of libido to job related stress and moving in with my girlfriend of 5 years.  I would guess the effects on libido would be very minimal had my job and living situations remained constant.

I'm overall much happier having thicker hair than I would be with a consistent sex drive.  I am able to get more work done and focus more on important life goals than being constantly distracted with sex.  Instead of wanting sex 5 times per week, I only want it twice per month now.  Again, this is probably a plus","I started slowing losing hair when I was 23-24.  The hair loss was unnoticeable until I turned 27.  My receding hairline started to become very apparent at 27, especially in my part line.  I began taking propecia when I turned 28 and it appears to have regrown hair on the back and sides of my scalp and has slowed my receding hairline.  Unfortunately, it appears that I am still developing a minor bald spot in the middle of my scalp.  

Based on my current rate of hair loss, I'm guessing that I will maintain a healthy head of hair for the next 4-5 years.  At 35, I probably won't care how my hair looks because I'll be well out of the dating game.  

I don't think Propecia is a cure-all for my particular pattern of baldness, but I feel it would be highly effective for others.  Anyone who is experiencing baldness at the back of scalp would benefit greatly.  The receding hairline will probably continue, but at a much slower pace.  I may eventually go completely bald regardless, but I honestly feel I've saved 3-5 years of youthful appearance.",1
3074,emsam,1,Ineffective,Extremely Severe Side Effects,depression,none,"I became increasingly agitated and angry. After being on it for 2 months, I tried to commit suicide.","I had been taking Effexor, Welbutrin and Ritalin for over three years. The combination worked better then any other cocktail I'd taken.  I complaine3d to Doctor that I was feeling lethargic so he switched me to Emsam. After a month he increased the dose. I attempted suicide. Found a new doctor..  Now taking cymbalta and welbutrin. Which seem to be working OK but they ain't no miracle drug.",0
3474,ambien-cr,10,Considerably Effective,No Side Effects,insomnia,i do have time now with my kids and to my husband and i can able to make things well,"I do only have a mild rashes on my skin and a dry skin, especially on my lips.","Before when I did not take yet this medication, I feel so uncomfortable everyday and always had an headache because of lack of sleep at night but as I take this pill I feel so relax on my daily activities.This pill is great!",1
803,ambien,10,Highly Effective,No Side Effects,insomnia,occasionally i have a difficult time falling asleep and sleeping through the night  when i take this medicine i fall asleep within  or so minutes and am able to sleep  or  hours  my sleep seems undisturbed and uneventful  when i wake up in the morning i awake completely alert and energized,I did not experience any treatment side effects.,"I have been taking this medication for occasional insomnia for over one year now.  
I will continue to take this medication to treat my insomnia for as long as my physician prescribes it for me.",1
3050,seroquel,5,Highly Effective,Moderate Side Effects,insomnia,after suffering for years from insomnia and becoming addicted to ambien i was finally able to sleep and there was no worry about the side effects such as addiction,"I gained weight, had to take liver function tests as it's a toxic drug
Also, my teeth were chipping and my doctor thought it may have been from the drug",I took 200 mg a night for a couple years but after awhile my doctor was worried it was becoming toxic so she took me off it.,1
2697,detrol-la,9,Considerably Effective,Mild Side Effects,incontinence,stopped my bladder incontinence when used in combination with my other bladder medications on my neurogenic bladder,"drowsiness, urinary retention may have caused dry mouth but not as bad as using ditropan does",This drug was added as I have very strong bladder spasms. It's side effects are better than ditropan and I would recommend people try it first,1
3968,norvasc,5,Moderately Effective,Moderate Side Effects,hypertension,lowering bp,edema,see above,1
3613,retin-a,7,Moderately Effective,Mild Side Effects,"acne, anti-aging",gradual lessening in severity and frequency of comedonal acne gradual slight improvement in skin texture ie fine lines around eyes appear slightly reduced skin tone appears more even and sun damage appears reduced,"Slight increase in skin sensitivity, with stinging and mild redness experienced only after washing, and occasional slight flaking around mouth and eye areas. Increased sensitivity to UV light, necessitating daily use of high PPD sunscreen.","I started applying a pea-sized amount of the Retin-A cream on every second night about one hour after washing. After two weeks, because there were no adverse effects for me I started using the cream nightly. With nightly usage I experienced very slight side-effects of sensitivity, slight redness after washing and occasional slight flaking. None of these effects were severe so I continued with nightly treatment. After approximately one month I experienced gradual lessening in severity and frequency of comedonic acne. Comedones still formed, but were less likely to become inflamed/infected. Slight reduction in surface oiliness noted. After about 10 weeks I noted a slight improvement in sundamage and skin texture. Overall I was very pleased with the efficacy of this product, but may in the future switch to the Retin-A gel to see if this results in a further reduction of comedones.",1
1375,biaxin,7,Considerably Effective,Mild Side Effects,"sinus infection, chest infection",sinus and chest infections were much better after  days no more sinus pain or runny nose and was no longer coughing up mucus,"Terrible bitter taste in the mouth, some mild nausea, and a yeast infection.","I didnt think this antibiotic was working because I had been taking it for 5 days and nothing was getting better, then around day 7 I was starting to turn around.",1
2582,clobetasol,7,Moderately Effective,Mild Side Effects,psoraisis,reduced inflammation of affected areas  reduced itching and scaling in the affected areas  reduced itching in associated areas not specifically affected with the condition,Thinning of the skin in the treatment area.  Dryness in the area of treatment. Capillary breakdown in the treatment area.,Apply twice daily for a period of three weeks.   Do not use hot water on treatment area.  After shower or bath gently dry with towel. Moisturize often.,1
